,correlationId_,message_exportTimeStamp_,message_companyId_,message_id_,message_externalId_,message_customerReference_,message_vessel_imo_,message_vessel_name_,message_company_id_,message_company_displayName_,message_laycan_start_,message_laycan_end_,message_source_,message_editable_,message_cargoLines__cargoLineId_,message_cargoLines__receiver_,message_cargoLines__customerReference_,message_cargoLines__material_materialId_,message_cargoLines__material_name_,message_cargoLines__quantity_expected_,message_cargoLines__quantity_confirmed_,message_cargoLines__loadTerminalCall_terminalCallId_,message_cargoLines__loadTerminalCall_eta_calculated_,message_cargoLines__loadTerminalCall_eta_expected_,message_cargoLines__loadTerminalCall_eta_confirmed_,message_cargoLines__loadTerminalCall_etb_calculated_,message_cargoLines__loadTerminalCall_etb_expected_,message_cargoLines__loadTerminalCall_etb_confirmed_,message_cargoLines__loadTerminalCall_etd_calculated_,message_cargoLines__loadTerminalCall_etd_expected_,message_cargoLines__loadTerminalCall_etd_confirmed_,message_cargoLines__loadTerminalCall_action_,message_cargoLines__loadTerminalCall_port_portId_,message_cargoLines__loadTerminalCall_port_companyPortName_,message_cargoLines__loadTerminalCall_port_name_,message_cargoLines__loadTerminalCall_port_terminalId_,message_cargoLines__loadTerminalCall_port_timezone_,message_cargoLines__loadTerminalCall_port_position_lat_,message_cargoLines__loadTerminalCall_port_position_lon_,message_cargoLines__loadTerminalCall_confirmed_,message_cargoLines__dischargeTerminalCall_terminalCallId_,message_cargoLines__dischargeTerminalCall_eta_calculated_,message_cargoLines__dischargeTerminalCall_eta_expected_,message_cargoLines__dischargeTerminalCall_eta_confirmed_,message_cargoLines__dischargeTerminalCall_etb_calculated_,message_cargoLines__dischargeTerminalCall_etb_expected_,message_cargoLines__dischargeTerminalCall_etb_confirmed_,message_cargoLines__dischargeTerminalCall_etd_calculated_,message_cargoLines__dischargeTerminalCall_etd_expected_,message_cargoLines__dischargeTerminalCall_etd_confirmed_,message_cargoLines__dischargeTerminalCall_action_,message_cargoLines__dischargeTerminalCall_port_portId_,message_cargoLines__dischargeTerminalCall_port_companyPortName_,message_cargoLines__dischargeTerminalCall_port_name_,message_cargoLines__dischargeTerminalCall_port_terminalId_,message_cargoLines__dischargeTerminalCall_port_timezone_,message_cargoLines__dischargeTerminalCall_port_position_lat_,message_cargoLines__dischargeTerminalCall_port_position_lon_,message_cargoLines__dischargeTerminalCall_confirmed_,message_cargoLines__permission_,message_cargoLines__delivered_,message_cargoLines__outboundDelivered_,message_modified_,message_modifiedBy_,message_permission_,message_delivered_,message_outboundDelivered_,message_demurrage_,message_counterpart_,message_vessel_,message_demurrage_rate_,message_demurrage_days_
43,3b79675b-3ed0-4ea8-9fe0-c9258b39a22b,2020-06-18T03:00:02.583969Z,blueenergy,3b79675b-3ed0-4ea8-9fe0-c9258b39a22b,,Shipment YY7,9304069,Bantry,blueenergy,Blue Energy,2019-09-14T00:00:00+08:00,2019-09-23T23:59:59+08:00,WEB,True,5359b395-f359-497a-aad0-c42753a48210,blueenergy,Shipment YY7,01E2611A-51AE-47C6-811A-EB9181BC38D5,COAL,55000.0,55000.0,d96cce30-933d-4fc0-86cc-1d9e100a19eb,2019-09-18T12:00:00+08:00,2019-09-18T12:00:00+08:00,2019-09-18T12:00:00+08:00,2019-09-18T12:00:00+08:00,2019-09-18T12:00:00+08:00,2019-09-18T12:00:00+08:00,2019-09-20T12:00:00+08:00,2019-09-20T12:00:00+08:00,2019-09-20T12:00:00+08:00,LOAD,IDTAB,,Taboneo,8b72fa24-0eae-456e-b77f-18199da6f7b7,Asia/Makassar,-3.332106,114.55165,True,0c4babab-a892-463e-9e24-5c1a36299615,2019-09-30T12:00:00+08:00,,,2019-09-30T12:00:00+08:00,,,2019-10-02T12:00:00+08:00,,,DISCHARGE,PHMNL,,Manila,3f3bd91c-4b3f-4163-8546-0016e835307e,Asia/Manila,14.5995124,120.9842195,True,EDIT,True,True,2020-05-11T11:23:12.834616Z,J***b B***y,EDIT,True,True,,,,,
44,3c8c5e69-dc3e-43f7-9997-f02a22bdfedb,2020-06-18T03:00:02.58548Z,blueenergy,3c8c5e69-dc3e-43f7-9997-f02a22bdfedb,,2018/11/01,9613862,Saga Fjord,blueenergy,Blue Energy,2018-10-14T00:00:00+08:00,2018-10-23T23:59:00+08:00,WEB,True,f9d184fe-7afc-447b-97f8-8fb08fa7f5a8,blueenergy,2018/11/01,8A169A34-8D5E-48F5-9737-1AF84CE2C6B7,COAL LOW SULFUR,50000.0,50000.0,414e12c4-f24a-407c-a63b-b8983ebafd12,2018-10-18T06:00:00+08:00,2018-10-18T06:00:00+08:00,,2018-10-18T06:00:00+08:00,2018-10-18T06:00:00+08:00,,2018-10-25T12:00:00+08:00,2018-10-25T12:00:00+08:00,2018-10-24T14:00:00+08:00,LOAD,IDSRI,,Samarinda,60c90dcd-4428-4982-abc3-0e1701b3e9a1,Asia/Makassar,-0.676663950351488,117.32276352233713,True,c1590301-fbfa-461b-89e9-d0ffcd14f2af,2018-11-01T12:00:00+08:00,2018-11-01T12:00:00+08:00,2018-11-01T12:00:00+08:00,2018-11-01T12:00:00+08:00,2018-11-01T12:00:00+08:00,2018-11-01T12:00:00+08:00,2018-11-07T01:05:27+08:00,2018-11-07T01:05:27+08:00,2018-11-07T01:05:27+08:00,DISCHARGE,PHBTG,,Batangas,7be258eb-92e5-455d-8164-d38b77fd97ba,Asia/Manila,13.75,121.05,True,EDIT,True,True,2018-11-22T08:25:40.154Z,A********r S*****y,EDIT,True,True,,,,,
45,3d6c3918-b5da-4250-b661-0c2e2776d336,2020-06-18T03:00:02.645438Z,blueenergy,3d6c3918-b5da-4250-b661-0c2e2776d336,,2018/06/17,9308728,Bakkedal,blueenergy,Blue Energy,2018-05-30T00:00:00+08:00,2018-06-08T23:59:00+08:00,WEB,True,52a1eab3-3187-492c-9f66-6abad54d65b7,blueenergy,2018/06/17,D54AE516-C044-4556-9371-2A9732C4B03B,COAL HIGH SULFUR,50000.0,50000.0,9352e25d-7778-42ca-b731-addc36715dc8,2018-06-03T06:00:00+08:00,2018-06-03T06:00:00+08:00,,2018-06-03T06:00:00+08:00,2018-06-03T06:00:00+08:00,,2018-06-10T12:00:00+08:00,2018-06-10T12:00:00+08:00,2018-06-10T12:00:00+08:00,LOAD,IDSRI,,Samarinda,60c90dcd-4428-4982-abc3-0e1701b3e9a1,Asia/Makassar,-0.676663950351488,117.32276352233713,True,b9811490-9c44-4d59-8e8f-c73f53953c26,2018-06-17T12:00:00+08:00,2018-06-17T12:00:00+08:00,,2018-06-17T12:00:00+08:00,2018-06-17T12:00:00+08:00,,2018-06-23T01:05:27+08:00,2018-06-23T01:05:27+08:00,2018-06-27T01:05:00+08:00,DISCHARGE,PHBTG,,Batangas,7be258eb-92e5-455d-8164-d38b77fd97ba,Asia/Manila,13.75,121.05,True,EDIT,True,True,2018-07-08T20:14:52.257Z,S***n *,EDIT,True,True,,,,,
46,3e7affc9-02c7-44e5-9036-e4395635aa8f,2020-06-18T03:00:02.560626Z,blueenergy,3e7affc9-02c7-44e5-9036-e4395635aa8f,,2018/09/21,9583550,Perth I,blueenergy,Blue Energy,2018-09-05T00:00:00+08:00,2018-09-14T23:59:00+08:00,WEB,True,df9562cf-1bc2-415c-8b39-24675f0fbfa5,blueenergy,2018/09/21,01E2611A-51AE-47C6-811A-EB9181BC38D5,COAL,50000.0,50000.0,4f92068f-1279-45da-9b46-db5c2dce84d4,2018-09-09T06:00:00+08:00,2018-09-09T06:00:00+08:00,,2018-09-09T06:00:00+08:00,2018-09-09T06:00:00+08:00,,2018-09-16T12:00:00+08:00,2018-09-16T12:00:00+08:00,2018-09-16T12:00:00+08:00,LOAD,IDTRK,,Tarakan,4776a0cd-f5fc-4b9e-9ddf-190486c577d7,Asia/Makassar,3.311063856158647,117.64530592851132,True,337d0096-3e63-4aa8-9bb8-6b87838cf647,2018-09-21T12:00:00+08:00,2018-09-21T12:00:00+08:00,,2018-09-21T12:00:00+08:00,2018-09-21T12:00:00+08:00,,2018-09-27T01:05:27+08:00,2018-09-27T01:05:27+08:00,2018-09-27T01:05:27+08:00,DISCHARGE,PHBTG,,Batangas,7be258eb-92e5-455d-8164-d38b77fd97ba,Asia/Manila,13.75,121.05,True,EDIT,True,True,2018-10-23T06:31:35.347Z,L*****e C********e,EDIT,True,True,,,,,
47,40151c10-9a8f-4b3e-b50b-4ec827d6fdaf,2020-06-18T03:00:02.587907Z,blueenergy,40151c10-9a8f-4b3e-b50b-4ec827d6fdaf,,2018/01/31,,,blueenergy,Blue Energy,2018-01-13T00:00:00+08:00,2018-01-22T23:59:00+08:00,WEB,True,1455a2d8-7fe9-4c8d-b8ff-a7b086c2e011,blueenergy,2018/01/31,8A169A34-8D5E-48F5-9737-1AF84CE2C6B7,COAL LOW SULFUR,50000.0,50000.0,e3d3b18a-54e0-467a-96d4-d2f121ff4f32,2018-01-17T06:00:00+08:00,2018-01-17T06:00:00+08:00,,2018-01-17T06:00:00+08:00,2018-01-17T06:00:00+08:00,,2018-01-24T12:00:00+08:00,2018-01-24T12:00:00+08:00,2018-01-24T12:00:00+08:00,LOAD,IDSRI,,Samarinda,60c90dcd-4428-4982-abc3-0e1701b3e9a1,Asia/Makassar,-0.676663950351488,117.32276352233713,True,37acafcb-ebec-469c-b81f-d81b5819baba,2018-01-31T12:00:00+08:00,2018-01-31T12:00:00+08:00,,2018-01-31T12:00:00+08:00,2018-01-31T12:00:00+08:00,,2018-02-06T01:05:27+08:00,2018-02-06T01:05:27+08:00,2018-02-06T01:05:27+08:00,DISCHARGE,PHMNL,,Manila,3f3bd91c-4b3f-4163-8546-0016e835307e,Asia/Manila,14.5995124,120.9842195,True,EDIT,True,True,2018-03-09T01:24:32.454Z,L*****e C********e,EDIT,True,True,,,,,
48,40505d1f-41ba-4007-a31e-933bb2ca440f,2020-06-18T03:00:02.554404Z,blueenergy,40505d1f-41ba-4007-a31e-933bb2ca440f,,2018/07/29,,,blueenergy,Blue Energy,2018-07-13T00:00:00+08:00,2018-07-22T23:59:00+08:00,WEB,True,d863ecd1-9323-4db4-a265-ff58c86efb76,blueenergy,2018/07/29,01E2611A-51AE-47C6-811A-EB9181BC38D5,COAL,50000.0,50000.0,7b0b004a-a094-4ea8-8384-0615c05387bc,2018-07-17T06:00:00+08:00,2018-07-17T06:00:00+08:00,,2018-07-17T06:00:00+08:00,2018-07-17T06:00:00+08:00,,2018-07-24T12:00:00+08:00,2018-07-24T12:00:00+08:00,2018-07-24T12:00:00+08:00,LOAD,IDSRI,,Samarinda,60c90dcd-4428-4982-abc3-0e1701b3e9a1,Asia/Makassar,-0.676663950351488,117.32276352233713,True,0d251cf5-2ca7-4773-b98a-a7f8c585ddc2,2018-07-29T12:00:00+08:00,2018-07-29T12:00:00+08:00,,2018-07-29T12:00:00+08:00,2018-07-29T12:00:00+08:00,,2018-08-05T01:20:00+08:00,2018-08-05T01:20:00+08:00,2018-08-05T01:20:00+08:00,DISCHARGE,PHMNL,,Manila,3f3bd91c-4b3f-4163-8546-0016e835307e,Asia/Manila,14.5995124,120.9842195,True,EDIT,True,True,2018-08-21T12:40:01.305Z,B**d R***e H*******n,EDIT,True,True,,,,,
49,41a36de0-01dd-450c-89d3-045d62ec17bd,2020-06-18T03:00:02.661012Z,blueenergy,41a36de0-01dd-450c-89d3-045d62ec17bd,,2018/04/27,9576272,Super Grace,blueenergy,Blue Energy,2018-04-13T00:00:00+10:00,2018-04-19T23:59:00+10:00,WEB,True,1c8360f9-31e4-4635-856a-db1415066f99,blueenergy,2018/04/27,01E2611A-51AE-47C6-811A-EB9181BC38D5,COAL,80000.0,80000.0,4ed089b6-475d-420d-a837-f9a8b591c9a2,2018-04-28T02:24:00+08:00,2018-04-28T02:24:00+08:00,,2018-04-28T02:24:00+08:00,2018-04-28T02:24:00+08:00,,2018-04-30T04:00:00+08:00,2018-04-30T04:00:00+08:00,2018-04-30T04:00:00+08:00,LOAD,IDADB,,ADANG BAY LOADING ANCHORAGE,ee37eecb-b0eb-48c0-9fc6-af7559e23ccf,Asia/Makassar,-1.671,116.5454,True,bcdd54eb-00f6-477e-8c3d-0e51b548ba94,2018-05-07T04:00:00+08:00,2018-05-07T04:00:00+08:00,,2018-05-07T04:00:00+08:00,2018-05-07T04:00:00+08:00,,2018-05-09T02:00:00+08:00,2018-05-09T02:00:00+08:00,2018-05-10T12:00:00+08:00,DISCHARGE,PHBTG,,Batangas,7be258eb-92e5-455d-8164-d38b77fd97ba,Asia/Manila,13.75,121.05,True,EDIT,True,True,2018-05-28T11:33:51.968Z,B**d R***e H*******n,EDIT,True,True,,,,,
50,4236f558-f973-44ad-a975-d4fff7de9600,2020-06-18T03:00:02.582274Z,blueenergy,4236f558-f973-44ad-a975-d4fff7de9600,,2018/07/06,9214135,Banasol,blueenergy,Blue Energy,2018-06-19T00:00:00+08:00,2018-06-28T23:59:00+08:00,WEB,True,a13c9a4b-7939-431f-b99b-d7af63dac479,blueenergy,2018/07/06,8A169A34-8D5E-48F5-9737-1AF84CE2C6B7,COAL LOW SULFUR,50000.0,50000.0,f1d9c02c-0427-40e0-b523-534e69682865,2018-06-23T12:00:00+08:00,2018-06-23T12:00:00+08:00,,2018-06-23T12:00:00+08:00,2018-06-23T12:00:00+08:00,,2018-06-29T12:00:00+08:00,2018-06-29T12:00:00+08:00,2018-06-29T12:00:00+08:00,LOAD,IDTAB,,Taboneo,8b72fa24-0eae-456e-b77f-18199da6f7b7,Asia/Makassar,-3.332106,114.55165,True,0a835aa0-f6b4-4031-a7c4-117bf0a667ce,2018-07-06T12:00:00+08:00,2018-07-06T12:00:00+08:00,,2018-07-06T12:00:00+08:00,2018-07-06T12:00:00+08:00,,2018-07-12T01:05:27+08:00,2018-07-12T01:05:27+08:00,2018-07-12T01:05:27+08:00,DISCHARGE,PHMNL,,Manila,3f3bd91c-4b3f-4163-8546-0016e835307e,Asia/Manila,14.5995124,120.9842195,True,EDIT,True,True,2018-08-09T11:30:26.293Z,A********r S*****y,EDIT,True,True,,,,,
51,46ee807e-21e9-48db-ac04-cc6eff71e52f,2020-06-18T03:00:02.647203Z,blueenergy,46ee807e-21e9-48db-ac04-cc6eff71e52f,,2019/05/04,9805685,Alam Kukuh,blueenergy,Blue Energy,2019-04-18T00:00:00+08:00,2019-04-27T23:59:59+08:00,WEB,True,9e77b2c7-8318-43eb-ac85-272d25eb0bb7,blueenergy,2019/05/04,01E2611A-51AE-47C6-811A-EB9181BC38D5,COAL,50000.0,50000.0,0840c4e7-a869-4a4e-808e-2c49044cbe29,2019-04-22T12:00:00+08:00,,2019-04-22T12:00:00+08:00,2019-04-22T12:00:00+08:00,,2019-04-22T12:00:00+08:00,2019-04-24T12:00:00+08:00,,2019-04-24T12:00:00+08:00,LOAD,IDTAB,,Taboneo,8b72fa24-0eae-456e-b77f-18199da6f7b7,Asia/Makassar,-3.332106,114.55165,True,bf57518f-709d-4b49-a22f-0a5b1754d791,2019-05-04T12:00:00+08:00,2019-05-20T12:00:00+08:00,2019-05-20T12:00:00+08:00,2019-05-04T12:00:00+08:00,2019-05-20T12:00:00+08:00,2019-05-20T12:00:00+08:00,2019-05-06T12:00:00+08:00,2019-05-22T12:00:00+08:00,2019-05-22T12:00:00+08:00,DISCHARGE,PHBTG,,Batangas,7be258eb-92e5-455d-8164-d38b77fd97ba,Asia/Manila,13.75,121.05,True,EDIT,True,True,2019-06-18T07:41:44.702321Z,R****t G****n,EDIT,True,True,,,,,
52,48b8e972-7460-4679-9761-482c224b1711,2020-06-18T03:00:02.546543Z,blueenergy,48b8e972-7460-4679-9761-482c224b1711,,2019/06/27,9725469,Nord Missouri,blueenergy,Blue Energy,2019-06-11T00:00:00+08:00,2019-06-20T23:59:59+08:00,WEB,True,17eebad0-6b86-4828-a201-58f849f92c30,blueenergy,2019/06/27,01E2611A-51AE-47C6-811A-EB9181BC38D5,COAL,50000.0,50000.0,10b35633-491f-494d-8424-29c862a019dd,2019-06-15T12:00:00+08:00,,2019-06-15T12:00:00+08:00,2019-06-15T12:00:00+08:00,,2019-06-15T12:00:00+08:00,2019-06-17T12:00:00+08:00,,2019-06-17T12:00:00+08:00,LOAD,IDTAB,,Taboneo,8b72fa24-0eae-456e-b77f-18199da6f7b7,Asia/Makassar,-3.332106,114.55165,True,373c6819-0570-4783-a298-5dbaeae882f6,2019-06-27T12:00:00+08:00,2019-06-25T12:00:00+08:00,2019-06-25T12:00:00+08:00,2019-06-27T12:00:00+08:00,2019-06-25T12:00:00+08:00,2019-06-25T12:00:00+08:00,2019-06-29T12:00:00+08:00,2019-07-01T12:00:00+08:00,2019-07-01T12:00:00+08:00,DISCHARGE,PHBTG,,Batangas,7be258eb-92e5-455d-8164-d38b77fd97ba,Asia/Manila,13.75,121.05,True,EDIT,True,True,2019-07-01T12:49:30.398151Z,D****l M*******n,EDIT,True,True,,,,,
53,498bf39b-c0b1-4b63-8ef6-0153b5da5347,2020-06-18T03:00:02.631887Z,blueenergy,498bf39b-c0b1-4b63-8ef6-0153b5da5347,,2020/04/16,,,blueenergy,Blue Energy,2020-03-31T00:00:00+08:00,2020-04-09T23:59:59+08:00,WEB,True,db9246c3-5a1b-4c8b-8510-77912a57dc1d,blueenergy,2020/04/16,01E2611A-51AE-47C6-811A-EB9181BC38D5,COAL,50000.0,50000.0,9659849c-d4a0-446c-84a6-b0620b1fdc79,2020-04-04T12:00:00+08:00,,,2020-04-04T12:00:00+08:00,,,2020-04-06T12:00:00+08:00,,,LOAD,IDTAB,,Taboneo,8b72fa24-0eae-456e-b77f-18199da6f7b7,Asia/Makassar,-3.332106,114.55165,True,e9f7db0e-529c-4345-bac5-b314504421c4,2020-04-16T12:00:00+08:00,,,2020-04-16T12:00:00+08:00,,,2020-04-18T12:00:00+08:00,,,DISCHARGE,PHBTG,,Batangas,7be258eb-92e5-455d-8164-d38b77fd97ba,Asia/Manila,13.75,121.05,True,EDIT,True,True,2020-05-06T11:07:58.476778Z,D****l M*******n,EDIT,True,True,,,,,
54,4be5da4a-50eb-47a2-b46b-627e28dcf657,2020-06-18T03:00:02.643187Z,blueenergy,4be5da4a-50eb-47a2-b46b-627e28dcf657,,Grains Shipment (extra),9214135,Banasol,blueenergy,Blue Energy,2019-07-29T00:00:00+08:00,2019-08-07T23:59:59+08:00,WEB,True,da599f59-2cfb-455e-b3fe-f94220303ab7,blueenergy,Grains Shipment (extra),D54AE516-C044-4556-9371-2A9732C4B03B,COAL HIGH SULFUR,75000.0,75000.0,b5c39381-d7cc-445b-ab44-d84c073760a9,2019-08-02T12:00:00+08:00,,2019-08-02T12:00:00+08:00,2019-08-02T12:00:00+08:00,2019-08-03T12:00:00+08:00,2019-08-03T12:00:00+08:00,2019-08-04T12:00:00+08:00,,2019-08-04T12:00:00+08:00,LOAD,IDTAB,,Taboneo,8b72fa24-0eae-456e-b77f-18199da6f7b7,Asia/Makassar,-3.332106,114.55165,True,e790699f-68f2-47bd-955f-0515eeb4678c,2019-08-14T12:00:00+08:00,,2019-08-14T12:00:00+08:00,2019-08-14T12:00:00+08:00,2019-08-15T12:00:00+08:00,2019-08-15T12:00:00+08:00,2019-08-16T12:00:00+08:00,2019-08-17T12:00:00+08:00,2019-08-17T12:00:00+08:00,DISCHARGE,PHBTG,,Batangas,7be258eb-92e5-455d-8164-d38b77fd97ba,Asia/Manila,13.75,121.05,True,EDIT,True,True,2019-09-19T06:45:34.875714Z,D****l M*******n,EDIT,True,True,,,,,
55,4e24f154-11e7-43a5-b681-d6c35a9fe4cb,2020-06-18T03:00:02.653083Z,blueenergy,4e24f154-11e7-43a5-b681-d6c35a9fe4cb,,Supplier D - 50k,9257797,Dooyang Jeju,blueenergy,Blue Energy,2019-02-18T00:00:00+08:00,2019-02-27T23:59:00+08:00,WEB,True,c100d43f-5e22-4419-8138-7398a32f47bb,blueenergy,Supplier D - 50k,8A169A34-8D5E-48F5-9737-1AF84CE2C6B7,COAL LOW SULFUR,50000.0,50000.0,4bbb4a29-ad4a-459c-b0bf-b321eb5374b8,2019-02-22T08:00:00+10:00,2019-02-22T08:00:00+10:00,2019-02-22T08:00:00+10:00,2019-02-22T08:00:00+10:00,2019-02-22T08:00:00+10:00,2019-02-22T08:00:00+10:00,2019-03-01T14:00:00+10:00,2019-03-01T14:00:00+10:00,2019-03-01T14:00:00+10:00,LOAD,AUGLT,,Gladstone,686cdcca-2f39-4a7b-9037-9b324f673777,Australia/Brisbane,-23.8446,151.2054,True,b935aa3b-95a1-467e-8813-13740a82fc36,2019-03-08T12:00:00+08:00,2019-03-13T12:00:00+08:00,2019-03-13T12:00:00+08:00,2019-03-08T12:00:00+08:00,2019-03-13T12:00:00+08:00,2019-03-13T12:00:00+08:00,2019-03-14T01:05:27+08:00,2019-03-19T01:05:27+08:00,2019-03-19T01:05:27+08:00,DISCHARGE,PHBTG,,Batangas,7be258eb-92e5-455d-8164-d38b77fd97ba,Asia/Manila,13.75,121.05,True,EDIT,True,True,2019-04-11T13:07:17.741238Z,D****l M*******n,EDIT,True,True,,,,,
56,4e98bb3d-829d-4685-b1ad-83b98961017a,2020-06-18T03:00:02.580537Z,blueenergy,4e98bb3d-829d-4685-b1ad-83b98961017a,,2018/06/26,,,blueenergy,Blue Energy,2018-06-09T00:00:00+08:00,2018-06-18T23:59:00+08:00,WEB,True,23c80983-4e59-440a-a668-0cd2488c593f,blueenergy,2018/06/26,01E2611A-51AE-47C6-811A-EB9181BC38D5,COAL,50000.0,50000.0,53299d28-7c49-461c-b8f2-7f69f4d981af,2018-06-13T12:00:00+08:00,2018-06-13T12:00:00+08:00,,2018-06-13T12:00:00+08:00,2018-06-13T12:00:00+08:00,,2018-06-19T12:00:00+08:00,2018-06-19T12:00:00+08:00,2018-06-19T12:00:00+08:00,LOAD,IDTAB,,Taboneo,8b72fa24-0eae-456e-b77f-18199da6f7b7,Asia/Makassar,-3.332106,114.55165,True,2ceab8b5-8f04-4848-bab6-4101f981e5e3,2018-06-26T12:00:00+08:00,2018-06-26T12:00:00+08:00,,2018-06-26T12:00:00+08:00,2018-06-26T12:00:00+08:00,,2018-07-02T01:05:27+08:00,2018-07-02T01:05:27+08:00,2018-07-06T01:05:00+08:00,DISCHARGE,PHBTG,,Batangas,7be258eb-92e5-455d-8164-d38b77fd97ba,Asia/Manila,13.75,121.05,True,EDIT,True,True,2018-07-08T20:10:16.15Z,S***n *,EDIT,True,True,,,,,
57,510a95bb-6cfd-4c5e-aea9-17f26d8e874b,2020-06-18T03:00:02.661999Z,blueenergy,510a95bb-6cfd-4c5e-aea9-17f26d8e874b,,2018/01/18,,,blueenergy,Blue Energy,2018-01-02T00:00:00+08:00,2018-01-11T23:59:00+08:00,WEB,True,b4129ae1-8cba-43d7-a91c-16207ac6fd5a,blueenergy,2018/01/18,01E2611A-51AE-47C6-811A-EB9181BC38D5,COAL,50000.0,50000.0,71a6bc2f-2c1f-41ae-87cd-0a2cb7496460,2018-01-06T06:00:00+08:00,2018-01-06T06:00:00+08:00,,2018-01-06T06:00:00+08:00,2018-01-06T06:00:00+08:00,,2018-01-13T12:00:00+08:00,2018-01-13T12:00:00+08:00,2018-01-13T12:00:00+08:00,LOAD,IDSRI,,Samarinda,60c90dcd-4428-4982-abc3-0e1701b3e9a1,Asia/Makassar,-0.676663950351488,117.32276352233713,True,0aaac77f-7eb0-498a-80b7-16f2302317ac,2018-01-18T12:00:00+08:00,2018-01-18T12:00:00+08:00,,2018-01-18T12:00:00+08:00,2018-01-18T12:00:00+08:00,,2018-01-24T01:05:27+08:00,2018-01-24T01:05:27+08:00,2018-01-24T01:05:27+08:00,DISCHARGE,PHBTG,,Batangas,7be258eb-92e5-455d-8164-d38b77fd97ba,Asia/Manila,13.75,121.05,True,EDIT,True,True,2018-03-09T00:59:03.837Z,L*****e C********e,EDIT,True,True,,,,,
58,5266bec5-c249-449c-930d-5eeb3d4d15a9,2020-06-18T03:00:02.530795Z,blueenergy,5266bec5-c249-449c-930d-5eeb3d4d15a9,,2019/06/19,9490648,Belstar,blueenergy,Blue Energy,2019-06-03T00:00:00+08:00,2019-06-12T23:59:59+08:00,WEB,True,f4cece52-0749-47a9-a31f-60b510a8d007,blueenergy,2019/06/19,01E2611A-51AE-47C6-811A-EB9181BC38D5,COAL,17500.0,17500.0,bd20c2af-9963-44be-9e47-888edd489477,2019-06-07T18:51:00+08:00,,2019-06-07T18:51:00+08:00,2019-06-07T18:51:00+08:00,,2019-06-07T18:51:00+08:00,2019-06-09T18:51:00+08:00,2019-06-09T10:00:00+08:00,2019-06-09T10:00:00+08:00,LOAD,IDTAB,,Taboneo,8b72fa24-0eae-456e-b77f-18199da6f7b7,Asia/Makassar,-3.332106,114.55165,True,22b7b91d-aa03-48e4-910e-35b9d219fe60,2019-06-19T18:51:00+08:00,2019-07-06T10:00:00+08:00,2019-07-06T10:00:00+08:00,2019-06-19T18:51:00+08:00,2019-07-06T10:00:00+08:00,2019-07-06T10:00:00+08:00,2019-06-21T18:51:00+08:00,2019-07-09T10:00:00+08:00,2019-07-09T10:00:00+08:00,DISCHARGE,PHBTG,,Batangas,7be258eb-92e5-455d-8164-d38b77fd97ba,Asia/Manila,13.75,121.05,True,EDIT,True,True,2019-07-23T06:16:32.88856Z,A********r S*****y,EDIT,True,True,,,,,
59,53c2f289-578f-445f-b71c-616fc280e1a2,2020-06-18T03:00:02.574662Z,blueenergy,53c2f289-578f-445f-b71c-616fc280e1a2,,Coal Supplier X - 50k,9620176,SAM Wolf,blueenergy,Blue Energy,2019-03-14T00:00:00+08:00,2019-03-23T23:59:59+08:00,WEB,True,20fae08b-ab30-415b-bc5d-c2f7062f6f3d,blueenergy,Coal Supplier X - 50k,01E2611A-51AE-47C6-811A-EB9181BC38D5,COAL,55000.0,55000.0,7660caf4-3f70-4e4d-ae13-552065661715,2019-03-18T16:21:00+08:00,,2019-03-18T16:21:00+08:00,2019-03-18T16:21:00+08:00,,2019-03-18T16:21:00+08:00,2019-03-20T16:21:00+08:00,,2019-03-20T16:21:00+08:00,LOAD,IDTAB,,Taboneo,8b72fa24-0eae-456e-b77f-18199da6f7b7,Asia/Makassar,-3.332106,114.55165,True,b88984b4-0ae2-48b4-a9fe-30ecc14d1cdc,2019-03-30T16:21:00+08:00,2019-04-18T16:21:00+08:00,2019-04-18T16:21:00+08:00,2019-03-30T16:21:00+08:00,2019-04-18T16:21:00+08:00,2019-04-18T16:21:00+08:00,2019-04-01T16:21:00+08:00,2019-04-20T16:21:00+08:00,2019-04-20T16:21:00+08:00,DISCHARGE,PHBTG,,Batangas,7be258eb-92e5-455d-8164-d38b77fd97ba,Asia/Manila,13.75,121.05,True,EDIT,True,True,2019-04-29T09:08:22.393698Z,D****l M*******n,EDIT,True,True,,,,,
